player,pos,mean,sd,exp_missed,avail,vor,score
Pat Freiermuth,TE,7.489764493114658,6.9074976517928555,4.01,5.725264093413234,-1.9774244677353128,-1.9774244677353128
Sam Darnold,QB,18.353926821578305,10.91725819382267,2.33,14.990839642212634,-1.9943646895370613,-1.9943646895370613
Travis Hunter,WR,8.278235294117646,4.966941176470588,4.7,6.208676470588235,-2.007551768993996,-2.007551768993996
Tyreek Hill,WR,8.344704922481018,5.00682295348861,4.93,6.202079217385156,-2.014149022197074,-2.014149022197074
Caleb Douglas,WR,7.828235294117646,4.696941176470587,3.4,6.170491349480969,-2.045736890101262,-2.045736890101262
Kevin Coleman Jr.,WR,7.828235294117646,4.696941176470587,3.4,6.170491349480969,-2.045736890101262,-2.045736890101262
Chris Bell,WR,7.828235294117646,4.696941176470587,3.4,6.170491349480969,-2.045736890101262,-2.045736890101262
Reggie Virgil,WR,7.828235294117646,4.696941176470587,3.4,6.170491349480969,-2.045736890101262,-2.045736890101262
Jalen Reagor,WR,7.828235294117646,4.696941176470587,3.4,6.170491349480969,-2.045736890101262,-2.045736890101262
Jordan Mason,RB,8.100647069054162,5.885713635575555,5.97,5.510822550212433,-2.048577449787567,-2.048577449787567
Chimere Dike,WR,7.6527545190540165,6.477648220657573,2.92,6.140210096464517,-2.0760181431177136,-2.0760181431177136
Tyler Shough,QB,18.626674876422147,9.096260570346276,2.93,14.884904599776167,-2.1002997319735286,-2.1002997319735286
Mitch Tinsley,WR,8.086617647058823,3.865229618017538,4.68,6.069720069204152,-2.1465081703780786,-2.1465081703780786
Jordan Love,QB,19.779612912238385,10.323398849677552,4.65,14.805622018131379,-2.179582313618317,-2.179582313618317
Blake Corum,RB,7.16,6.864534815651685,3.63,5.363682352941176,-2.1957176470588244,-2.1957176470588244
Lew Nichols III,RB,7.83,4.306500000000001,5.89,5.3451264705882355,-2.2142735294117646,-2.2142735294117646
Tyler Allgeier,RB,7.12,5.349876304232485,3.63,5.333717647058823,-2.2256823529411776,-2.2256823529411776
Daniel Jones,QB,18.446064597515587,8.065505214118602,2.93,14.74057573866172,-2.2446285930879757,-2.2446285930879757
Tory Horton,WR,8.054165896562735,8.701221178662223,5.08,5.950607274166349,-2.2656209654158816,-2.2656209654158816
Greg Dulcich,TE,7.363423019041271,3.9622524458247796,5.13,5.386127367163423,-2.316561193985123,-2.316561193985123
Colby Parkinson,TE,7.044811570564993,7.272332032217257,4.01,5.385136844676005,-2.3175517164725417,-2.3175517164725417
Odell Beckham Jr.,WR,8.098235294117647,4.858941176470588,5.45,5.895038927335641,-2.32118931224659,-2.32118931224659
Darren Waller,TE,7.4084592373570555,8.907315969346646,5.33,5.375490864282311,-2.327197696866236,-2.327197696866236
Theo Johnson,TE,7.052064418389434,5.823744499890084,4.21,5.34919827500775,-2.3534902861407963,-2.3534902861407963
Tyquan Thornton,WR,7.871978563466152,5.705712182992717,4.88,5.862308741969499,-2.353919497612732,-2.353919497612732
Gunnar Helm,TE,7.0250643215144235,3.9886035568019715,4.21,5.328717907407558,-2.3739706537409884,-2.3739706537409884
Andrei Iosivas,WR,7.397343330734561,5.18176289178371,3.4,5.830847095990772,-2.3853811435914585,-2.3853811435914585
Jake Tonges,TE,7.253585505167388,6.441195541201959,5.13,5.305784456279793,-2.396904104868754,-2.396904104868754
Aaron Jones Sr.,RB,8.38606333444755,4.508871726100027,8.37,5.113032144796992,-2.4463678552030084,-2.4463678552030084
Tyjae Spears,RB,7.463408401891136,5.551645632672282,5.89,5.094873794349802,-2.4645262056501984,-2.4645262056501984
Jalen McMillan,WR,7.693096890071177,4.615858134042706,4.88,5.729094507547123,-2.4871337320351072,-2.4871337320351072
DeMario Douglas,WR,7.23435654471044,5.570981361782979,3.4,5.702375158771759,-2.5138530808104713,-2.5138530808104713
Tez Johnson,WR,7.2199417074990695,6.507665809313988,3.4,5.691012875322796,-2.5252153642594344,-2.5252153642594344
Marvin Mims Jr.,WR,7.260657856650775,5.539425791112116,3.6,5.680397029026783,-2.5358312105554477,-2.5358312105554477
David Njoku,TE,7.26726766173758,5.045069600384843,5.93,5.1447980181771635,-2.557890542971383,-2.557890542971383
Darius Slayton,WR,7.392187896840335,4.123985056623357,4.2,5.65284956817202,-2.5633786714102103,-2.5633786714102103
Devontez Walker,WR,7.511924753037823,6.469268008934904,4.88,5.594174551379931,-2.6220536882023,-2.6220536882023
Chris Rodriguez Jr.,RB,7.331689864135021,4.839859752538541,6.23,4.931639623316704,-2.6277603766832964,-2.6277603766832964
Mason Taylor,TE,6.992077225341586,5.198483506680652,5.33,5.073368974975792,-2.6293195861727545,-2.6293195861727545
Isaac TeSlaa,WR,7.013051885072737,5.6063396218962644,3.4,5.527935015292629,-2.688293224289602,-2.688293224289602
Josh Williams,RB,7.171666666666667,3.944416666666667,6.09,4.853530882352941,-2.705869117647059,-2.705869117647059
Terrance Ferguson,TE,6.775004284856193,5.202551821418548,5.13,4.955716369540397,-2.7469721916081493,-2.7469721916081493
Ryan Flournoy,WR,6.9337973747625234,7.825842416239259,3.4,5.465463813048108,-2.750764426534123,-2.750764426534123
Pat Bryant,WR,7.554909946467459,4.136346089770412,5.68,5.448423290805356,-2.7678049487768748,-2.7678049487768748
Dontayvion Wicks,WR,7.31470916312208,7.019542318340588,4.88,5.447306941477972,-2.7689212981042584,-2.7689212981042584
Devaughn Vele,WR,7.226235641044953,6.797977640445723,4.68,5.423927457631389,-2.792300781950842,-2.792300781950842
Xavier Legette,WR,7.0794208740467575,6.860431750955899,4.2,5.413674786035755,-2.8025534535464756,-2.8025534535464756
Jalen Nailor,WR,6.727915160894902,6.992948128608688,2.92,5.3981625173297925,-2.818065722252438,-2.818065722252438
Adonai Mitchell,WR,6.837552655971155,7.163352916058233,3.4,5.389600328824323,-2.8266279107579075,-2.8266279107579075
Jonah Coleman,RB,6.559583333333333,3.607770833333334,4.62,4.7229,-2.8365,-2.8365
Evan Engram,TE,6.3649331983952715,3.9116066605253996,4.21,4.827989034900414,-2.8746995262481327,-2.8746995262481327
Kimani Vidal,RB,6.861905577880084,9.08252760481947,5.89,4.68425966066461,-2.87514033933539,-2.87514033933539
Tre' Harris,WR,6.6973117099170985,3.0,3.4,5.279057465464066,-2.9371707741181643,-2.9371707741181643
