ecr_rank,player,pos,team_26,age,draft_year,draft_round,bye,ecr_ovr,ecr_sd,ecr_best,ecr_worst,ecr_pos,ecr_bestball,status_26,g_25,ppgA_25,ppgB_25,top6A_25,floorA_25,ptsA_25,ptsB_25,ppr_25,tgt_25,rec_25,re_yds_25,re_td_25,tgt_share_25,car_25,ru_yds_25,ru_td_25,pass_yds_25,pass_td_25,int_25,ru100_25,re100_25,p300_25,snap_pct_25,g_24,ppgA_24,ppgB_24,ppr_24,tgt_24,tgt_share_24,car_24
312,Kaleb Johnson,RB,GB,23.1,2025.0,3.0,9.0,292.75,32.81,214,381,86.53,295.0,ACT,10.0,0.8800000000000001,0.8800000000000001,1.3833333333333335,0.30000000000000004,8.8,8.8,8.8,2.0,1.0,9.0,0.0,0.007067137809187279,28.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,,,,,,,
313,Skyler Bell,WR,BUF,24.2,2026.0,4.0,7.0,292.79,31.99,222,386,107.41,249.4,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Darnell Washington,TE,PIT,25.1,2023.0,3.0,9.0,293.7,31.02,229,356,37.74,246.6,ACT,13.0,5.6461538461538465,5.6461538461538465,8.233333333333333,3.5,73.4,73.4,73.4,43.0,31.0,364.0,1.0,0.1096938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5725,13.0,3.4615384615384617,3.4615384615384617,45.0,25.0,0.07225433526011561,0.0
315,Tommy Myers,TE,FA,,,,,293.75,48.58,254,373,56.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Jaleel McLaughlin,RB,DEN,26.0,,,10.0,294.53,23.99,233,358,86.78,348.0,CUT,8.0,3.9250000000000003,3.9250000000000003,5.166666666666667,2.875,31.400000000000002,31.400000000000002,31.4,6.0,4.0,27.0,0.0,0.021897810218978103,37.0,187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,16.0,6.075,6.075,97.2,27.0,0.0536779324055666,113.0
317,Roman Hemby,RB,LV,24.1,,,13.0,295.5,22.5,273,318,126.67,,DEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Tyler Badie,RB,DEN,27.6,2022.0,6.0,10.0,296.0,62.0,234,358,130.4,,ACT,16.0,2.2125,2.2125,4.033333333333334,0.9,35.4,35.4,35.4,31.0,19.0,141.0,0.0,0.056466302367941715,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,3.0,3.1333333333333333,3.1333333333333333,9.4,3.0,0.03333333333333333,11.0
319,Devin Singletary,RB,NYG,29.0,2019.0,3.0,8.0,297.23,22.53,234,366,87.28,304.5,ACT,17.0,6.3999999999999995,6.3999999999999995,13.649999999999999,1.1,108.8,108.8,108.8,19.0,18.0,151.0,0.0,0.03777335984095427,119.0,437.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27647058823529413,15.0,6.4399999999999995,6.4399999999999995,96.6,24.0,0.049281314168377825,113.0
320,Isaiah Williams,WR,FA,39.6,,,,297.5,76.5,221,374,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Shedeur Sanders,QB,CLE,24.6,2025.0,5.0,11.0,297.94,27.16,204,348,34.29,209.6,ACT,8.0,10.6125,12.6125,13.323333333333336,4.65,84.9,100.9,84.89999999999999,0.0,0.0,0.0,0.0,0.0,21.0,169.0,1.0,1400.0,7.0,10.0,0.0,0.0,1.0,0.91625,,,,,,,
322,Kyle Juszczyk,RB,SF,,,,8.0,298.55,50.44,201,359,91.67,351.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Roman Wilson,WR,PIT,25.2,2024.0,3.0,9.0,298.87,46.71,219,382,118.29,268.5,ACT,9.0,4.288888888888889,4.288888888888889,6.533333333333335,0.0,38.6,38.6,38.6,21.0,12.0,166.0,2.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33076923076923076,,,,,,,
324,Michael Mayer,TE,LV,25.2,2023.0,2.0,13.0,299.27,30.09,241,361,38.96,271.2,ACT,13.0,5.676923076923076,5.676923076923076,10.033333333333335,2.0,73.8,73.8,73.8,50.0,35.0,328.0,1.0,0.12919896640826872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176923076923077,11.0,3.3272727272727276,3.3272727272727276,36.6,32.0,0.08,0.0
325,Chris Brazzell II,WR,CAR,22.9,2026.0,3.0,5.0,299.46,36.71,237,376,112.93,246.0,RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Jarquez Hunter,RB,MIA,23.7,2025.0,4.0,6.0,299.68,22.22,238,368,87.89,,DEV,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
327,Elijah Arroyo,TE,SEA,23.4,2025.0,2.0,11.0,300.8,33.0,209,367,39.22,264.67,ACT,13.0,2.838461538461538,2.838461538461538,5.383333333333334,0.0,36.9,36.9,36.9,26.0,15.0,179.0,1.0,0.07669616519174041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39538461538461533,,,,,,,
328,Jerome Ford,RB,WAS,27.0,2022.0,5.0,7.0,301.18,22.76,239,365,90.86,334.0,,13.0,3.353846153846154,3.353846153846154,6.1499999999999995,0.9,43.6,43.6,43.6,32.0,26.0,103.0,0.0,0.07637231503579953,24.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046153846153846,14.0,9.571428571428571,9.571428571428571,134.0,43.0,0.083984375,104.0
329,Isaiah Williams,WR,NYJ,25.6,,,13.0,301.6,27.66,264,346,128.5,322.0,ACT,15.0,4.046666666666667,4.046666666666667,8.766666666666667,0.0,60.7,60.7,60.7,36.0,26.0,193.0,0.0,0.09022556390977443,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36133333333333334,8.0,0.325,0.325,2.6,3.0,0.01090909090909091,0.0
330,Tahj Brooks,RB,CIN,24.3,2025.0,6.0,6.0,302.0,19.82,231,332,90.59,311.5,ACT,12.0,0.5333333333333333,0.5333333333333333,1.0666666666666667,0.0,6.4,6.4,6.4,2.0,1.0,9.0,0.0,0.004889975550122249,16.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
331,Joshua Palmer,WR,BUF,27.0,2021.0,3.0,7.0,302.48,35.86,239,376,111.21,275.75,ACT,12.0,4.358333333333333,4.358333333333333,6.666666666666667,2.0250000000000004,52.300000000000004,52.300000000000004,52.3,37.0,22.0,303.0,0.0,0.10818713450292397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48333333333333334,15.0,7.16,7.16,107.4,65.0,0.15046296296296297,0.0
332,Trevor Etienne,RB,CAR,22.2,2025.0,4.0,5.0,302.76,19.44,243,337,90.12,325.5,RES,17.0,0.8058823529411765,0.8058823529411765,2.1833333333333336,0.0,13.700000000000001,13.700000000000001,13.7,3.0,3.0,13.0,0.0,0.00625,20.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05588235294117647,,,,,,,
333,Isaac Guerendo,RB,SF,26.2,2024.0,4.0,8.0,303.33,26.04,233,379,89.63,345.5,RES,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0125,6.0125,96.2,16.0,0.03571428571428571,84.0
334,Max Bredeson,RB,MIN,23.9,2026.0,5.0,6.0,305.5,4.5,301,310,98.33,,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Oscar Delp,TE,NO,23.1,2026.0,3.0,8.0,305.83,33.05,254,381,41.49,312.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Eli Heidenreich,RB,PIT,23.1,2026.0,7.0,9.0,307.31,24.41,263,354,92.81,344.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Joe Mixon,RB,FA,30.1,2017.0,2.0,,307.38,27.04,251,354,91.43,320.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,18.678571428571427,18.178571428571427,240.5,52.0,0.12121212121212122,245.0
338,Audric Estime,RB,NO,23.0,2024.0,5.0,8.0,307.49,21.3,251,364,93.03,,ACT,5.0,9.62,9.62,9.620000000000001,6.6000000000000005,48.099999999999994,48.099999999999994,48.1,13.0,12.0,103.0,0.0,0.08176100628930817,46.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,13.0,3.746153846153846,3.746153846153846,48.7,5.0,0.01179245283018868,76.0
339,KaVontae Turpin,WR,DAL,30.1,,,14.0,308.07,50.61,223,376,117.72,254.5,ACT,15.0,5.633333333333334,5.633333333333334,9.866666666666667,2.95,84.5,84.5,84.5,38.0,26.0,396.0,2.0,0.06972477064220184,17.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3546666666666667,17.0,6.129411764705883,6.129411764705883,104.2,52.0,0.0840064620355412,16.0
340,Konata Mumpfield,WR,LA,23.9,2025.0,7.0,11.0,309.32,30.33,258,377,114.76,303.0,ACT,10.0,2.52,2.52,4.2,0.0,25.2,25.2,25.2,23.0,10.0,92.0,1.0,0.06686046511627906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32176470588235295,,,,,,,
341,Will Shipley,RB,PHI,24.0,2024.0,4.0,10.0,310.44,18.57,244,360,92.81,346.0,ACT,14.0,1.3928571428571428,1.3928571428571428,2.75,0.05,19.5,19.5,19.5,12.0,9.0,56.0,0.0,0.031088082901554404,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12466666666666668,13.0,1.2076923076923076,1.2076923076923076,15.7,4.0,0.012307692307692308,30.0
342,Hunter Luepke,RB,DAL,26.5,,,14.0,312.6,14.35,292,337,108.71,,ACT,14.0,2.642857142857143,2.642857142857143,5.2,0.30000000000000004,37.0,37.0,37.0,15.0,13.0,109.0,1.0,0.030425963488843813,16.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21058823529411766,14.0,1.9214285714285715,1.9214285714285715,26.9,16.0,0.03319502074688797,12.0
343,Tez Johnson,WR,TB,24.3,2025.0,7.0,10.0,312.79,32.93,223,386,114.05,268.67,ACT,15.0,6.16,6.16,13.166666666666666,1.2,92.4,92.4,92.4,44.0,28.0,322.0,5.0,0.09243697478991597,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470625,,,,,,,
344,Olamide Zaccheaus,WR,ATL,29.1,,,11.0,313.72,28.62,258,371,114.35,251.67,ACT,14.0,6.057142857142858,6.057142857142858,10.116666666666669,3.15,84.80000000000001,84.80000000000001,84.8,65.0,39.0,313.0,2.0,0.14908256880733944,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53625,16.0,7.15,7.15,114.4,64.0,0.13305613305613306,1.0
345,Erick All Jr.,TE,CIN,26.0,2024.0,4.0,6.0,314.23,39.52,209,409,42.21,281.25,ACT,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.4750000000000005,4.4750000000000005,35.8,22.0,0.0842911877394636,0.0
346,Kareem Hunt,RB,FA,31.1,2017.0,3.0,,314.33,21.41,262,378,95.0,,,17.0,8.729411764705883,8.670588235294119,16.000000000000004,4.3999999999999995,148.4,147.4,145.4,25.0,18.0,143.0,1.0,0.04553734061930783,163.0,611.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47058823529411764,13.0,12.415384615384616,12.261538461538462,155.4,32.0,0.06837606837606838,200.0
347,Malik Benson,WR,LV,23.9,2026.0,6.0,13.0,314.92,47.53,239,397,114.38,278.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Tai Felton,WR,MIN,23.5,2025.0,3.0,6.0,316.0,29.25,277,350,140.45,,ACT,12.0,0.4583333333333333,0.4583333333333333,0.9166666666666666,0.0,5.5,5.5,5.5,3.0,3.0,25.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,,,,,,,
349,Barion Brown,WR,NO,22.7,2026.0,6.0,8.0,316.0,59.1,241,396,125.67,291.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Jalen Royals,WR,KC,23.6,2025.0,4.0,5.0,316.32,28.63,265,376,119.58,340.0,ACT,2.0,1.2,1.2,1.2,0.6,2.4,2.4,2.4,3.0,2.0,4.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,,,,,,,
351,Tyler Lockett,WR,LV,33.9,2015.0,3.0,13.0,316.5,11.5,305,328,139.33,,,17.0,3.9470588235294115,3.9470588235294115,8.266666666666667,1.5,67.1,67.1,67.1,55.0,32.0,291.0,1.0,0.10763209393346379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,17.0,7.117647058823529,7.117647058823529,121.0,74.0,0.13005272407732865,0.0
352,Brenen Thompson,WR,LAC,23.1,2026.0,4.0,7.0,316.72,36.09,258,396,116.53,263.67,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Raheim Sanders,RB,CLE,24.3,,,11.0,317.0,21.56,266,363,94.67,317.0,ACT,4.0,5.075,5.075,5.074999999999999,4.25,20.3,20.3,20.299999999999997,4.0,3.0,21.0,0.0,0.035398230088495575,27.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,,,,,,,
354,Adam Prentice,RB,DEN,,,,10.0,317.0,0.0,317,317,121.6,,DEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Sione Vaki,RB,DET,25.1,2024.0,4.0,6.0,317.0,20.4,275,343,104.0,332.0,ACT,8.0,0.05,0.05,0.06666666666666667,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009090909090909091,9.0,0.8999999999999999,0.8999999999999999,8.1,3.0,0.010169491525423728,6.0
356,Jordan Watkins,WR,SF,24.6,2025.0,4.0,8.0,318.0,3.0,315,321,157.25,,ACT,2.0,2.3000000000000003,2.3000000000000003,2.3000000000000003,2.0,4.6000000000000005,4.6000000000000005,4.6,3.0,2.0,26.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025,,,,,,,
357,Colbie Young,WR,CIN,24.1,2026.0,4.0,6.0,318.14,38.59,240,380,127.45,290.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Treylon Burks,WR,WAS,26.5,2022.0,1.0,7.0,318.55,44.09,222,408,118.0,259.5,ACT,8.0,3.625,3.625,4.833333333333333,1.5750000000000002,29.0,29.0,29.0,22.0,10.0,130.0,1.0,0.11956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6012500000000001,5.0,1.5,1.5,7.5,8.0,0.06015037593984962,2.0
359,Carson Beck,QB,ARI,24.8,2026.0,3.0,14.0,318.85,23.31,244,359,38.14,239.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Luke McCaffrey,WR,WAS,25.4,2024.0,3.0,7.0,319.16,31.57,257,402,117.27,287.67,ACT,9.0,5.7,5.7,8.549999999999999,0.0,51.300000000000004,51.300000000000004,51.3,15.0,11.0,203.0,3.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31666666666666665,13.0,2.6769230769230767,2.6769230769230767,34.8,24.0,0.06,0.0
361,Cedric Tillman,WR,FA,26.4,2023.0,3.0,,319.47,31.31,273,391,118.02,282.0,,12.0,5.0,5.0,8.116666666666665,1.75,60.0,60.0,60.0,39.0,21.0,270.0,2.0,0.10955056179775281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6184615384615384,9.0,8.933333333333334,8.933333333333334,80.4,49.0,0.1436950146627566,1.0
362,Roschon Johnson,RB,CHI,25.6,2023.0,4.0,10.0,319.93,31.74,275,387,97.71,312.5,ACT,6.0,0.2833333333333334,0.2833333333333334,0.2833333333333334,0.0,1.7000000000000002,1.7000000000000002,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008571428571428572,13.0,5.953846153846154,5.953846153846154,77.39999999999999,20.0,0.049019607843137254,55.0
363,Van Jefferson,WR,WAS,30.1,2020.0,2.0,7.0,320.5,38.32,264,371,142.2,,,14.0,5.0,5.0,8.116666666666665,2.325,70.0,70.0,70.0,52.0,29.0,350.0,1.0,0.11981566820276497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585625,15.0,4.24,4.24,63.6,40.0,0.10025062656641603,0.0
364,Cole Kmet,TE,CHI,27.5,2020.0,2.0,10.0,320.61,26.77,259,381,43.09,281.5,ACT,16.0,4.91875,4.91875,8.250000000000002,2.45,78.7,78.7,78.7,48.0,30.0,347.0,2.0,0.096579476861167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714375,16.0,7.525,7.525,120.4,55.0,0.11224489795918367,0.0
365,Demarcus Robinson,WR,SF,32.0,2016.0,4.0,8.0,321.23,48.91,241,388,130.61,284.0,ACT,14.0,4.1571428571428575,4.1571428571428575,6.833333333333333,1.925,58.2,58.2,58.2,35.0,22.0,276.0,1.0,0.08433734939759036,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46785714285714286,17.0,7.264705882352941,7.264705882352941,123.5,64.0,0.11829944547134935,0.0
366,Ashton Dulin,WR,IND,29.3,,,13.0,321.36,19.38,298,370,129.6,359.0,ACT,12.0,1.6666666666666667,1.6666666666666667,3.3333333333333335,0.0,20.0,20.0,20.0,10.0,5.0,106.0,0.0,0.026737967914438502,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21333333333333335,13.0,1.4769230769230768,1.4769230769230768,19.2,8.0,0.021798365122615803,5.0
367,Dont'e Thornton Jr.,WR,LV,23.8,2025.0,4.0,13.0,322.35,33.15,272,368,126.73,272.5,ACT,11.0,2.1363636363636362,2.1363636363636362,3.6833333333333336,0.0,23.5,23.5,23.5,30.0,10.0,135.0,0.0,0.09404388714733543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4533333333333333,,,,,,,
368,Kalif Raymond,WR,CHI,32.1,,,10.0,322.8,40.45,245,377,119.65,243.5,ACT,15.0,4.453333333333333,4.453333333333333,9.000000000000002,0.7,66.8,66.8,66.8,30.0,24.0,289.0,1.0,0.06097560975609756,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366,12.0,4.708333333333333,4.708333333333333,56.5,22.0,0.06646525679758308,2.0
369,Eli Raridon,TE,NE,22.6,2026.0,3.0,11.0,323.22,37.7,209,411,44.83,265.25,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,John Metchie III,WR,CAR,26.1,2022.0,2.0,5.0,323.27,38.27,272,375,118.19,283.0,ACT,13.0,5.5307692307692315,5.5307692307692315,9.85,1.4,71.9,71.9,71.9,48.0,33.0,274.0,2.0,0.14285714285714285,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46125,10.0,5.540000000000001,5.540000000000001,55.4,37.0,0.1167192429022082,0.0
371,Tyler Higbee,TE,LA,33.7,2016.0,4.0,11.0,323.73,26.36,268,379,44.96,319.0,ACT,10.0,7.109999999999999,7.109999999999999,10.55,3.6,71.1,71.1,71.1,36.0,25.0,281.0,3.0,0.11214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5549999999999999,3.0,8.866666666666667,8.866666666666667,26.6,12.0,0.13793103448275862,0.0
372,J.J. McCarthy,QB,MIN,23.6,2024.0,1.0,6.0,326.11,17.8,281,374,38.15,254.33,ACT,10.0,12.538,14.738,18.016666666666666,6.495,125.38,147.38,125.38,0.0,0.0,0.0,0.0,0.0,37.0,181.0,4.0,1632.0,11.0,12.0,0.0,0.0,0.0,0.916,,,,,,,
373,Max Klare,TE,LA,23.2,2026.0,2.0,11.0,326.75,25.34,274,380,47.8,317.5,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Odell Beckham Jr.,WR,NYG,33.8,2014.0,1.0,8.0,326.8,34.15,262,361,130.75,283.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.8125,1.8125,14.5,18.0,0.06642066420664207,0.0
375,Noah Gray,TE,KC,27.4,2021.0,5.0,5.0,327.17,22.43,290,367,44.83,290.5,ACT,14.0,2.771428571428572,2.771428571428572,4.8,1.125,38.800000000000004,38.800000000000004,38.8,37.0,21.0,178.0,0.0,0.08277404921700224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52125,16.0,7.08125,7.08125,113.3,49.0,0.08941605839416059,1.0
376,Phil Mafah,RB,DAL,23.9,2025.0,7.0,14.0,327.23,28.39,283,383,102.53,330.0,CUT,1.0,10.9,10.9,10.9,10.9,10.9,10.9,10.9,2.0,2.0,11.0,0.0,0.08695652173913043,5.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,,,,,,,
377,Devontez Walker,WR,BAL,25.2,2024.0,4.0,13.0,328.0,36.98,258,380,127.2,306.0,ACT,8.0,4.7,4.7,6.266666666666667,0.0,37.6,37.6,37.6,8.0,6.0,136.0,3.0,0.04145077720207254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24666666666666667,3.0,3.033333333333333,3.033333333333333,9.1,3.0,0.04918032786885246,0.0
378,Jawhar Jordan,RB,HOU,27.1,2024.0,6.0,8.0,328.08,28.35,283,407,97.0,325.0,DEV,4.0,8.175,7.925,8.174999999999999,2.7750000000000004,32.7,31.7,29.7,7.0,7.0,34.0,0.0,0.06140350877192982,43.0,193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,,,,,,,
379,Patrick Ricard,RB,NYG,32.3,,,8.0,328.33,48.03,278,393,112.0,,ACT,5.0,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.0,2.1,2.1,2.1,2.0,1.0,8.0,0.0,0.016260162601626018,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,1.1199999999999999,1.1199999999999999,11.2,5.0,0.0199203187250996,0.0
380,Kevin Coleman Jr.,WR,MIA,23.0,2026.0,5.0,6.0,329.48,39.37,241,374,122.08,282.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Ja'Tavion Sanders,TE,CAR,23.5,2024.0,4.0,5.0,329.75,32.62,256,399,45.61,273.0,ACT,12.0,4.5,4.5,7.550000000000001,1.5750000000000002,54.0,54.0,54.0,34.0,29.0,190.0,1.0,0.09742120343839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48307692307692307,15.0,4.88,4.88,73.2,43.0,0.09513274336283185,0.0
382,Dawson Knox,TE,BUF,29.8,2019.0,3.0,7.0,329.97,30.37,268,414,45.53,288.5,ACT,16.0,6.48125,6.48125,11.666666666666666,3.45,103.7,103.7,103.7,49.0,36.0,417.0,4.0,0.1084070796460177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5829411764705883,14.0,4.2214285714285715,4.2214285714285715,59.1,33.0,0.07913669064748201,0.0
383,British Brooks,RB,HOU,26.8,,,8.0,330.0,8.0,322,338,123.2,,ACT,8.0,0.9750000000000001,0.9750000000000001,1.3,0.0,7.800000000000001,7.800000000000001,7.8,0.0,0.0,0.0,0.0,0.0,17.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,2.0,0.1,0.1,0.2,0.0,0.0,1.0
384,Michael Carter,RB,TEN,27.3,2021.0,4.0,9.0,330.13,28.69,282,387,100.93,341.0,DEV,13.0,7.615384615384615,7.615384615384615,11.350000000000001,5.6,99.0,99.0,99.0,45.0,33.0,267.0,0.0,0.09,92.0,333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4523076923076923,3.0,11.933333333333332,11.933333333333332,35.8,11.0,0.10377358490566038,35.0
385,J'Mari Taylor,RB,JAX,24.5,,,7.0,330.42,19.22,307,364,104.0,304.0,DEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Lew Nichols III,RB,PIT,25.1,2023.0,7.0,9.0,331.5,5.5,326,337,117.25,,DEV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
387,CJ Daniels,WR,LA,24.7,2026.0,6.0,11.0,331.64,31.09,277,384,132.81,281.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Tutu Atwell,WR,LA,26.9,2021.0,2.0,11.0,332.0,39.01,247,380,122.82,220.0,ACT,8.0,3.9,3.9,5.199999999999999,0.0,31.2,31.2,31.2,15.0,6.0,192.0,1.0,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,15.0,6.593333333333334,6.593333333333334,98.9,62.0,0.13333333333333333,2.0
389,Jacob Saylors,RB,DET,26.5,,,6.0,333.0,4.0,329,337,120.0,,ACT,11.0,0.1,0.1,0.18333333333333335,0.0,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008125,,,,,,,
390,Mac Jones,QB,SF,28.0,2021.0,1.0,8.0,333.51,17.97,294,378,38.18,303.5,ACT,11.0,11.82181818181818,14.73090909090909,19.013333333333332,2.69,130.04,162.04,130.04,0.0,0.0,0.0,0.0,0.0,36.0,60.0,0.0,2151.0,13.0,6.0,0.0,0.0,3.0,0.7436363636363637,10.0,9.608,11.208,96.08,0.0,0.0,28.0
391,Drew Allar,QB,PIT,22.5,2026.0,3.0,9.0,334.0,8.0,326,342,56.57,,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Reggie Gilliam,RB,NE,29.1,,,11.0,335.0,32.41,304,389,114.8,,ACT,11.0,0.43636363636363634,0.43636363636363634,0.7999999999999999,0.0,4.8,4.8,4.8,2.0,2.0,24.0,0.0,0.006622516556291391,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.1,0.1,0.7,0.0,0.0,3.0
393,Zavion Thomas,WR,CHI,22.6,2026.0,3.0,10.0,335.0,29.2,294,387,130.67,267.0,ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,DeAndre Hopkins,WR,BAL,34.3,2013.0,1.0,13.0,336.0,39.61,287,384,135.33,,,17.0,3.9411764705882355,3.9411764705882355,8.216666666666667,0.0,67.0,67.0,67.0,39.0,22.0,330.0,2.0,0.09582309582309582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,16.0,9.1875,9.1875,147.0,80.0,0.14492753623188406,0.0
395,Jonnu Smith,TE,GB,31.1,2017.0,3.0,11.0,336.25,42.74,275,387,50.4,316.0,ACT,17.0,5.011764705882353,5.011764705882353,9.183333333333335,1.6,85.2,85.2,85.2,54.0,38.0,222.0,2.0,0.10444874274661509,9.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270588235294118,17.0,13.25294117647059,13.311764705882354,222.3,111.0,0.19964028776978418,2.0
