player,pos,mean,sd,exp_missed,avail,vor,score
Rashee Rice,WR,16.1782846421138,8.268356202154953,5.38,11.810147788743073,3.6125442101849696,3.7393792638429573
Zay Flowers,WR,14.568415578468446,7.938004268372868,3.2199999999999998,11.560466244325845,3.362862665767741,3.4731801227366246
Derrick Henry,RB,15.669342844514475,11.688141300430258,6.09,10.60445820153759,3.0210582015375893,3.3497358769623213
Jeremiyah Love,RB,15.136844919786098,8.325264705882354,5.12,10.675927681660902,3.0925276816609015,3.253061527358238
Omarion Hampton,RB,15.976847998511015,8.69043215905349,6.489999999999999,10.624603919009825,3.041203919009825,3.2199961373657184
Kenneth Walker III,RB,14.338465260096427,7.192883533702723,4.13,10.530337574841406,2.9469375748414057,3.0508523619297607
DeVonta Smith,WR,13.860355127060355,8.154608945794,2.92,11.12089670194725,2.923293123389147,3.044440814229087
Tetairoa McMillan,WR,13.752632185034008,7.393896529053739,2.92,11.034464882580227,2.8368613040221238,2.919973374025051
Javonte Williams,RB,14.556249327721128,6.5874628398698905,4.82,10.394874519913794,2.8114745199137934,2.885118272310507
Jameson Williams,WR,13.418435774361784,9.4376163802719,2.92,10.76632140954675,2.5687178309886463,2.754015893552481
